"iditem";"nombre";"saldo";"compromiso";"costo";"precio";"impuesto";"activo";"categoria";"estado";"idempresa";"casa"
"3276";"pegante payasito x 120g";"99834";"-3";"1870";"2350";"0";"1";"146";NULL;"3";"98"
"3277";"cinta transpa 12x5mts";"999976";"0";"1550";"2000";"0";"0";"146";NULL;"3";"98"
"3278";"cinta transpa 12x 25mts";"99830";"-2";"3800";"4800";"0";"1";"146";NULL;"3";"98"
"3279";"cinta transpa ancha 3 x50 mts";"99464";"-4";"6300";"7500";"0";"1";"146";NULL;"3";"98"
"3280";"lapiz offi-esco negrox12";"9865";"-1";"4190";"5000";"0";"1";"146";NULL;"3";"98"
"3281";"boligrafo offi-esco x12 negro";"99479";"-7";"5400";"6800";"0";"1";"146";NULL;"3";"98"
"3282";"tajalapiz doble serviciox24";"109959";"0";"21600";"26500";"0";"1";"146";NULL;"3";"98"
"3283";"borrador nata x 24 unidades";"9944";"0";"4320";"6700";"0";"1";"146";NULL;"3";"98"
"3284";"VELA ESPIRAL*3";"36";"0";"4500";"6426";"0";"1";"145";NULL;"2";"2"
"3285";"DULCE CAFE GURME*100UND";"953";"-5";"6250";"7854";"0";"1";"3";NULL;"2";"24"
"3286";"FESTON ESPEJO*3 UND";"20";"-4";"5100";"7038";"0";"1";"145";NULL;"2";"2"
"3287";"BOKA*12 SURTIDO";"873";"-13";"6750";"8160";"0";"0";"7";NULL;"2";"25"
"3288";"BOUQUET 8 PCS CROMADO";"92";"0";"9600";"13311";"0";"0";"145";NULL;"2";"2"
"3289";"TOPPER MAMA* UND";"95";"0";"1200";"1720";"0";"1";"145";NULL;"2";"2"
"3290";"VELA MENSAJE*6 UND SURT";"41";"-2";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3291";"BOLSA HOLOGRAMADA M*12 UND";"97";"-4";"14400";"19788";"0";"0";"145";NULL;"2";"2"
"3292";"BOMBA CROMADA R6 PQT*100";"87";"0";"10000";"13770";"0";"1";"145";NULL;"2";"2"
"3293";"BOMBA PASTEL FC *100";"190";"0";"16000";"22032";"0";"1";"145";NULL;"2";"2"
"3294";"MANTEL TIPO TELA*3 UND";"7";"-7";"5100";"7038";"0";"1";"145";NULL;"2";"2"
"3295";"BOLSA HOLOGRAMADA L*12 UND";"55";"-4";"17200";"23664";"0";"1";"145";NULL;"2";"2"
"3296";"STIKER *2UND*3 SURT";"72";"-2";"5400";"7497";"0";"1";"145";NULL;"2";"2"
"3297";"CAJA DESAYUNO *3";"97";"0";"12750";"17646";"0";"1";"145";NULL;"2";"2"
"3298";"CAJA MOÑO UND";"77";"-6";"5000";"6885";"0";"1";"145";NULL;"2";"2"
"3299";"DESAYUNO MEDIANA*6";"90";"-1";"12750";"17646";"0";"1";"145";NULL;"2";"2"
"3300";"BOMBA CROMADA FC*50";"48";"0";"14000";"19278";"0";"1";"145";NULL;"2";"2"
"3301";"PLIEGO PAPEL PERIODICO*25 UND";"59";"-3";"4500";"5916";"0";"1";"11";NULL;"2";"11"
"3302";"GLOBO BOTELLA GRANDE*3SURT";"32";"-3";"4500";"6273";"0";"1";"145";NULL;"2";"2"
"3303";"GLOBO HEINEKEN CORONA*3 SURT";"97";"0";"4500";"6273";"0";"1";"145";NULL;"2";"2"
"3304";"SOMBRERO NEON*12";"81";"-1";"8400";"11628";"0";"1";"145";NULL;"2";"2"
"3305";"TOPPER ACRILICO*12 SURT";"88";"0";"12000";"16524";"0";"1";"145";NULL;"2";"2"
"3306";"MICROCORRUGADA RIGIDA*3 UND";"94";"0";"12750";"17646";"0";"1";"145";NULL;"2";"2"
"3307";"LETRERO BOY*3 UND";"95";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3308";"LETRERO GIRL*3 UND";"95";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3309";"INFLADOR MANUAL GRANDE*UND";"72";"-4";"3300";"4590";"0";"1";"145";NULL;"2";"2"
"3310";"BOUQUET 10 PCS*3UND";"99";"0";"10500";"14535";"0";"1";"145";NULL;"2";"2"
"3311";"BOMBA CORAZON LISA*100";"73";"-1";"14000";"19890";"0";"1";"145";NULL;"2";"2"
"3312";"peine bolsillo negra x 12";"999909";"-2";"2400";"3000";"0";"1";"146";NULL;"3";"98"
"3313";"peine bolsillo bicolor x 12";"999959";"-1";"2400";"3000";"0";"1";"146";NULL;"3";"98"
"3314";"peine piojo";"999938";"0";"4600";"5800";"0";"1";"146";NULL;"3";"98"
"3315";"peine mojarra grande x12";"99948";"0";"7500";"9500";"0";"1";"146";NULL;"3";"98"
"3316";"peine mojarra pequeña x12";"999950";"0";"5500";"6900";"0";"1";"146";NULL;"3";"98"
"3317";"CINTA ARCO *6UND";"88";"0";"4800";"6732";"0";"1";"145";NULL;"2";"2"
"3318";"BOLSA HOLAGRAMO XL *12";"192";"0";"23400";"32232";"0";"0";"145";NULL;"2";"2"
"3319";"GLOBO PERSONAJES PEQ*6UND SURT";"89";"-1";"4800";"6732";"0";"1";"145";NULL;"2";"2"
"3320";"SET GLOBO FC CURSIVO*3 UND";"181";"0";"7800";"10863";"0";"1";"145";NULL;"2";"2"
"3321";"FESTON FC CURSIVO PLANO*3";"70";"-2";"4500";"6273";"0";"0";"145";NULL;"2";"2"
"3322";"ACEITE LIROSOYA*1000 ML";"600";"-18";"6916";"8645";"0";"1";"9";NULL;"2";"2"
"3323";"BOMBA DE AGUA*100*3 UND";"77";"0";"3300";"4590";"0";"1";"145";NULL;"2";"2"
"3324";"CUBOS BABY*4";"87";"-1";"20000";"27540";"0";"1";"145";NULL;"2";"2"
"3325";"HABLADORES*6 *3";"85";"0";"5400";"7497";"0";"1";"145";NULL;"2";"2"
"3326";"TOPPER METALIZADO*3";"86";"0";"4500";"6732";"0";"1";"145";NULL;"2";"2"
"3327";"BASE BOUQUET";"80";"0";"3500";"4845";"0";"1";"145";NULL;"2";"2"
"3328";"SPLOT LINEA*24 UND";"507";"-6";"8234";"10098";"0";"1";"3";NULL;"2";"7"
"3329";"HBD SURTIDO*3UND";"95";"0";"5100";"7038";"0";"1";"145";NULL;"2";"2"
"3330";"CORAZON METALIZA PEQ *12";"87";"0";"4800";"6732";"0";"1";"145";NULL;"2";"2"
"3331";"ESTRELLA METALIZA PEQ *12";"91";"0";"4800";"6732";"0";"1";"145";NULL;"2";"2"
"3332";"CORAZON METALIZA GRAN*12";"86";"-1";"7200";"10404";"0";"1";"145";NULL;"2";"2"
"3333";"ESTRELLA METALIZA GRAN*12";"93";"0";"7200";"10404";"0";"1";"145";NULL;"2";"2"
"3334";"BOLSA HOLOGRAMADA S*12 UND";"50";"-1";"11000";"15096";"0";"0";"145";NULL;"2";"2"
"3335";"BOUQUET TE AMO*UND";"94";"0";"4600";"6375";"0";"1";"145";NULL;"2";"2"
"3336";"TREBOL GLOBO BURBUJA*12SURT";"92";"0";"7200";"10404";"0";"1";"145";NULL;"2";"2"
"3337";"CRISPETERA ECOLOGICA *12";"77";"0";"9200";"12648";"0";"1";"145";NULL;"2";"2"
"3338";"Varsol x 150 cc";"99484";"-6";"1350";"1700";"0";"1";"118";NULL;"3";"70"
"3339";"BOLSA REGALO INFANTIL*12";"91";"-1";"20000";"27540";"0";"1";"145";NULL;"2";"2"
"3340";"BOLSA DISEÑO DAMA*12";"91";"0";"20000";"27540";"0";"1";"145";;"2";"2"
"3341";"SET HBD CURSIVO*3";"92";"0";"8400";"11628";"0";"1";"145";NULL;"2";"2"
"3342";"CAÑON REVELACION SEXO";"95";"0";"4000";"5508";"0";"1";"145";NULL;"2";"2"
"3343";"BOLSA REGALO KFRAT*12";"89";"0";"18000";"24786";"0";"1";"145";NULL;"2";"2"
"3344";"CONFETI ESCARCHADO*6";"94";"-1";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3345";"BOMBA SATIN FC*100";"55";"0";"14000";"19278";"0";"1";"145";NULL;"2";"2"
"3346";"CAJA REGALO CUADRADA*3 UND";"0";"0";"22950";"31620";"0";"1";"145";NULL;"2";"2"
"3347";"TOPPER FLOR*3 UND";"97";"0";"5100";"7038";"0";"1";"145";NULL;"2";"2"
"3348";"TAPA GRANDE ECO*4 UND";"95";"0";"10200";"14076";"0";"1";"145";NULL;"2";"2"
"3349";"Tooth brush cepillo x 30";"9909";"0";"21044";"26300";"0";"0";"92";NULL;"3";"44"
"3350";"Pistola astronauta x12";"100000";"0";"72527";"85500";"0";"0";"92";NULL;"3";"44"
"3351";"Mono platillo x12";"99999";"0";"66440";"78200";"0";"0";"92";NULL;"3";"44"
"3352";"Mono luchador x12";"99999";"0";"65085";"76600";"0";"0";"92";NULL;"3";"44"
"3353";"Nono tambor x 12";"9999";"0";"65085";"76600";"0";"0";"92";NULL;"3";"44"
"3354";"Happy smile,dientes locosx12";"10000";"0";"63729";"76600";"0";"0";"92";NULL;"3";"44"
"3355";"Megalodon x 12";"99999";"0";"66441";"78500";"0";"0";"92";NULL;"3";"44"
"3356";"Unicornio x12";"9997";"0";"80000";"94500";"0";"1";"92";NULL;"3";"44"
"3357";"Chicle ácido metro x15";"99765";"0";"11309";"14200";"0";"1";"92";NULL;"3";"44"
"3358";"Chiche Barbie";"99894";"0";"11309";"14200";"0";"1";"92";NULL;"3";"44"
"3359";"Cables tarrox60 colombia";"9944";"0";"11141";"13900";"0";"1";"92";NULL;"3";"44"
"3360";"Cables tarrox60 manz-melon";"99941";"0";"11141";"13900";"0";"1";"92";NULL;"3";"44"
"3361";"Cintas tarro x96 colombia";"9921";"0";"13548";"17900";"0";"1";"92";NULL;"3";"44"
"3362";"Cintas tarro x96 manzana-melon";"99957";"0";"13543";"17900";"0";"1";"92";NULL;"3";"44"
"3363";"Vidal, cintas tarro peq,multicolorx72";"9996";"0";"14600";"17200";"0";"0";"92";NULL;"3";"44"
"3364";"Fini, tubo gx10 fresa acida";"9839";"0";"12033";"14900";"0";"1";"92";NULL;"3";"44"
"3365";"Fini, tubo gx10 fresa lisa";"9993";"0";"11389";"13400";"0";"0";"92";NULL;"3";"44"
"3366";"Fini, tubo gx10 frutas silvestres";"9986";"0";"11389";"13400";"0";"0";"92";NULL;"3";"44"
"3367";"Fini, tubo gx10 tutti fruti";"9882";"0";"12033";"14900";"0";"1";"92";NULL;"3";"44"
"3368";"Gas spray candyx12";"199942";"0";"28768";"36000";"0";"1";"92";NULL;"3";"44"
"3369";"Trolli surtida x24";"99991";"0";"28544";"28800";"0";"1";"92";NULL;"3";"44"
"3370";"TAPA MEDIANA*6";"91";"0";"17850";"24582";"0";"1";"145";NULL;"2";"2"
"3371";"MOSTACHO GRANDE*6";"1999";"0";"10200";"14076";"0";"1";"145";NULL;"2";"2"
"3372";"MOSTACHO PEQUEÑO*6";"94";"-3";"5400";"7650";"0";"1";"145";NULL;"2";"2"
"3373";"INFLADOR MEDIANO UND";"83";"-3";"2700";"3774";"0";"0";"145";NULL;"2";"2"
"3374";"CAJA LONCHERA*3 UND";"99";"0";"8925";"12342";"0";"1";"145";NULL;"2";"2"
"3375";"ROSA GRANDE*4 UND";"98";"0";"13600";"18768";"0";"1";"145";NULL;"2";"2"
"3376";"GLOBO REVELACION SEX R-40";"97";"0";"4500";"6222";"0";"1";"145";NULL;"2";"2"
"3377";"BASE CUPCAKES*UND";"93";"0";"5000";"6885";"0";"0";"145";NULL;"2";"2"
"3378";"CORBATA NEON PLAST*12";"99";"0";"5000";"6885";"0";"0";"145";NULL;"2";"2"
"3379";"CORBATIN NEON*12";"92";"0";"3300";"4590";"0";"1";"145";NULL;"2";"2"
"3380";"BOLSA SORPRESA*10";"95";"0";"1900";"2652";"0";"0";"145";NULL;"2";"2"
"3381";"Trident pastillas x40 menta";"9981";"0";"14379";"16500";"0";"0";"82";NULL;"3";"34"
"3382";"LETRERO GLOBO TE AMO*3";"93";"0";"7800";"10863";"0";"1";"145";NULL;"2";"2"
"3383";"CAJA JABON LE FRAGANCE *72";"99";"0";"103700";"128520";"0";"1";"2";NULL;"2";"25"
"3384";"COLLARES HAWAIANO*12";"50";"-4";"2900";"4029";"0";"1";"145";NULL;"2";"2"
"3385";"CAJA CORAZON*3";"93";"0";"22750";"31620";"0";"1";"145";NULL;"2";"2"
"3386";"BOLSA HOLOGRAMADA XS*12 UND";"166";"-2";"7200";"9894";"0";"1";"145";NULL;"2";"2"
"3387";"CORTINA ESPEJO FC*UND";"62";"-6";"2500";"3468";"0";"1";"145";NULL;"2";"2"
"3388";"FESTON FLECOS HB*UND";"0";"0";"4500";"6222";"0";"1";"145";NULL;"2";"2"
"3389";"SET FD PAPA*3UND";"98";"0";"7800";"10863";"0";"1";"145";NULL;"2";"2"
"3390";"HABLADORES LUJO*6*3PQT";"96";"-1";"6600";"9180";"0";"1";"145";NULL;"2";"2"
"3391";"EXPLOSION*UND";"33";"-4";"3300";"4590";"0";"1";"145";NULL;"2";"2"
"3392";"BIANCHI LINEA BLANCA*24";"79";"-1";"8900";"10914";"0";"0";"3";NULL;"2";"24"
"3393";"FESTON BIENVENIDOS ESCARCHA *3";"78";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3394";"COLOR REY*55 GR CHAPETA*12";"578";"-2";"11600";"14790";"0";"1";"7";NULL;"2";"100"
"3395";"COLOR AMARILLO REY*55 GR*12";"68";"-1";"11300";"13770";"0";"1";"7";NULL;"2";"100"
"3396";"Sedal sh keratina x12";"109987";"0";"7600";"10100";"0";"0";"126";NULL;"3";"78"
"3397";"Sedal ac keratina x12";"9992";"0";"7600";"10100";"0";"0";"126";NULL;"3";"78"
"3398";"Power razor x24 5 hojas";"9965";"-1";"24000";"48000";"0";"1";"101";NULL;"3";"53"
"3399";"LETRA GLOBO 18&quot;";"53";"0";"600";"867";"0";"1";"145";NULL;"2";"2"
"3400";"TOALLA HUMEDA ALOE*100";"756";"-8";"5500";"7038";"0";"1";"2";NULL;"2";"102"
"3401";"MAQUINA MEDSONIC 3 HOJAS*12";"59";"-1";"9492";"12240";"0";"1";"2";NULL;"2";"102"
"3402";"VELA LETRA FC*UND";"77";"-12";"3400";"4692";"0";"1";"145";NULL;"2";"2"
"3403";"ROSA PEQUEÑA*4";"96";"0";"6800";"9384";"0";"1";"145";NULL;"2";"2"
"3404";"Marcador permanente negro x12";"99976";"-1";"18000";"21600";"0";"1";"146";NULL;"3";"98"
"3405";"CAJA TAZA 24ONZ*25PQT";"93";"-1";"255000";"328440";"0";"0";"5";NULL;"2";"2"
"3406";"Power razor x12 5 hojas";"99967";"0";"12000";"24000";"0";"1";"101";NULL;"3";"53"
"3407";"CINTA TELA SATINADA ROLLO";"70";"0";"7200";"10098";"0";"1";"145";NULL;"2";"2"
"3408";"GLOBO METALIZADO GRAN*12 SURT";"85";"0";"7200";"9996";"0";"1";"145";NULL;"2";"2"
"3409";"DINOSAURIO 4D*UND";"99";"0";"5500";"7650";"0";"1";"145";NULL;"2";"2"
"3410";"BOMBA CORAZON TE AMO*100";"72";"0";"16000";"22440";"0";"1";"145";NULL;"2";"2"
"3411";"CAJA VINAGRE BLANCO*1000*12 UND";"91";"0";"27000";"34272";"0";"1";"7";NULL;"2";"100"
"3412";"FLOR ETERNA LUZ";"98";"0";"30000";"41310";"0";"1";"145";NULL;"2";"2"
"3413";"MANILLA NEON*50";"93";"0";"7400";"9639";"0";"1";"145";NULL;"2";"2"
"3414";"BANDEJA MEDIANA *4 UND";"98";"0";"11375";"17850";"0";"0";"145";NULL;"2";"2"
"3415";"ANCHETA GRANDE*6";"92";"0";"12750";"17850";"0";"1";"145";NULL;"2";"2"
"3416";"ESFERO OFIESCO RETRACTIL NEGRO*12";"1948";"0";"6000";"8058";"0";"1";"11";NULL;"2";"11"
"3417";"CAJA CERA ESCARLATA*48 UND";"91";"0";"48000";"58560";"0";"1";"1";NULL;"2";"18"
"3418";"TRULULU FAVORT 70G SURT*24";"921";"-14";"38229";"45874";"0";"1";"3";NULL;"2";"24"
"3419";"BOLSA REGALO PEQ*12";"994";"0";"20000";"27540";"0";"1";"145";NULL;"2";"2"
"3420";"BOLSA REGALO GRANDE*12";"97";"0";"40000";"55080";"0";"1";"145";NULL;"2";"2"
"3421";"BOLSA PEQUEÑA MAMA*12";"997";"0";"18000";"24300";"0";"1";"145";NULL;"2";"2"
"3422";"INFLADOR ELECTRONICO";"95";"0";"35000";"55080";"0";"1";"145";NULL;"2";"2"
"3423";"BOMBA NEON SURT";"91";"0";"15000";"20655";"0";"1";"145";NULL;"2";"2"
"3424";"BOLSA MEDIA BABY SHOWER*12";"98";"0";"30000";"41310";"0";"1";"145";NULL;"2";"2"
"3425";"BOLSA GRAND BABY SHOWER*12";"19";"-1";"40000";"55080";"0";"1";"145";NULL;"2";"2"
"3426";"marcador sharpie x3";"99744";"-12";"7650";"9000";"0";"1";"146";NULL;"3";"98"
"3427";"CAJA TAZA 16 ONZ*25PQT";"0";"-9";"211250";"262140";"0";"0";"5";NULL;"2";"2"
"3428";"CAJA DESENGRASANTE SPRAY*24";"9";"0";"62400";"76128";"0";"1";"1";NULL;"2";"18"
"3429";"MIL FIGURAS COLORES";"91";"-1";"9500";"13107";"0";"1";"145";NULL;"2";"2"
"3430";"GLOBO MENSAJE PEQ*12UND";"31";"-3";"4800";"6732";"0";"1";"145";NULL;"2";"2"
"3431";"SEDAL SHAMPOO KERATINA*12";"992";"-5";"9000";"11016";"0";"1";"2";NULL;"2";"26"
"3432";"savital sh hialuronico x20";"99884";"0";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"3433";"savital ac argan x20";"9970";"0";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"3434";"savital cr hialuronico x20";"99966";"0";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"3435";"tratamiento savital amino x12";"9933";"0";"11000";"15000";"0";"0";"126";NULL;"3";"78"
"3436";"GLOBO UNICORNIO*6 SURT";"99";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3437";"BOMBA SATIN LISA SURT*100";"980";"0";"9000";"16218";"0";"1";"145";NULL;"2";"2"
"3438";"VINAGRE BLANCO*500 PG 12 LLV 13";"39";"-7";"14354";"19992";"0";"1";"7";NULL;"2";"99"
"3439";"VINAGRE BLANCO*500 ML";"7516";"-53";"1104";"1632";"0";"1";"7";NULL;"2";"99"
"3440";"VINAGRE SURT*500 PG 12 LLV 13";"80";"-2";"13250";"19992";"0";"1";"7";NULL;"2";"99"
"3441";"VINAGRE MANZANA*500 ML";"807";"-39";"1104";"1632";"0";"1";"7";NULL;"2";"99"
"3442";"VINAGRE FRUTAS*500 ML";"4";"-1";"1761";"2244";"0";"0";"7";NULL;"2";"99"
"3443";"SIDRA DE MANZANA*500 ML";"2";"-4";"6545";"8160";"0";"0";"7";NULL;"2";"99"
"3444";"GUANTE NITRILO DIAMANTE*25 TL L";"20";"-2";"22500";"29070";"0";"1";"2";NULL;"2";"102"
"3445";"VINAGRE BLANCO*3000 ML";"713";"-4";"4500";"6120";"0";"1";"7";NULL;"2";"99"
"3446";"VINAGRE MANZANA*3000 ML";"74";"-1";"6736";"8364";"0";"0";"7";NULL;"2";"99"
"3447";"GUANTE NITRILO DIAMANTE*25 TL XL";"45";"0";"22500";"29070";"0";"1";"2";NULL;"2";"102"
"3448";"VINAGRE BLANCO*1000 ML";"936";"-13";"2250";"2958";"0";"1";"7";NULL;"2";"99"
"3449";"VINAGRE MANZANA*1000 ML";"54";"-2";"2300";"2958";"0";"0";"7";NULL;"2";"99"
"3450";"MIEL CON POLEN*200 GR";"99";"0";"4100";"5100";"0";"0";"7";NULL;"2";"99"
"3451";"MIEL CON POLEN*250 GR";"96";"0";"5100";"6324";"0";"0";"7";NULL;"2";"99"
"3452";"PROPOLEO NIÑOS*330 GR";"95";"0";"9350";"11526";"0";"1";"7";NULL;"2";"99"
"3453";"PROPOLEO ADULTO*330 GR";"66";"0";"9350";"11526";"0";"1";"7";NULL;"2";"99"
"3454";"VINAGRE 20 LTS";"93";"0";"27000";"36720";"0";"1";"7";NULL;"2";"99"
"3455";"LETRERO FELIZ DIA MAMA*3UND";"95";"0";"7500";"10710";"0";"1";"145";NULL;"2";"2"
"3456";"BLOQUEADOR SUNDARK *120 ML";"97";"0";"30000";"37740";"0";"0";"2";NULL;"2";"18"
"3457";"TRULULU SABORES CRUNCHY*12";"62";"0";"8544";"10423";"0";"0";"3";NULL;"2";"2"
"3458";"TRATAMIENTO SAVITAL*12 +1UND";"23";"-4";"12000";"14640";"0";"1";"2";NULL;"2";"18"
"3459";"BOUQUET 5 PCS FC*3UND";"88";"0";"8100";"11169";"0";"1";"145";NULL;"2";"2"
"3460";"BOLSA EMPAQUE BOMBA*100";"998";"0";"6000";"8262";"0";"0";"145";NULL;"2";"2"
"3461";"CHUPETA BARBIE*12 UND";"70";"0";"14350";"17850";"0";"0";"3";NULL;"2";"8"
"3462";"GUANTE CALIBRE 35*6 PQT";"91";"0";"20850";"27540";"0";"0";"1";NULL;"2";"25"
"3463";"TUMIX STICK*100";"9757";"-12";"6314";"7854";"0";"0";"3";NULL;"2";"8"
"3464";"LETRERO LOVE*3";"94";"0";"3600";"5100";"0";"1";"145";NULL;"2";"2"
"3465";"LETRERO LOVE GRANDE*3";"96";"0";"5100";"7548";"0";"1";"145";NULL;"2";"2"
"3466";"bisturi pequeño x 3";"99970";"0";"3300";"4150";"0";"1";"146";NULL;"3";"98"
"3467";"bisturi grande x 3";"9939";"0";"1800";"6750";"0";"1";"146";NULL;"3";"98"
"3468";"boligrafo offi-esco x12 rojo";"99920";"-1";"5400";"6800";"0";"1";"146";NULL;"3";"98"
"3469";"cartulina  pt x100 surtida";"99960";"-1";"11800";"14800";"0";"1";"146";NULL;"3";"98"
"3470";"coloresx12 unipunta";"99956";"-1";"4800";"6000";"0";"1";"146";NULL;"3";"98"
"3471";"coloresx12  doble punta";"9930";"0";"5100";"6400";"0";"1";"146";NULL;"3";"98"
"3472";"coloresx12 jumbo";"9989";"0";"9500";"11900";"0";"1";"146";NULL;"3";"98"
"3473";"marcador multi-trazo x12";"99996";"0";"13800";"17250";"0";"1";"146";NULL;"3";"98"
"3474";"pegante barra 10g x6";"19941";"-1";"5400";"6600";"0";"1";"146";NULL;"3";"98"
"3475";"pegante barra 21g x6";"9934";"-1";"9000";"11250";"0";"1";"146";NULL;"3";"98"
"3476";"pegante barra 40g x6";"9974";"-1";"13500";"16800";"0";"1";"146";NULL;"3";"98"
"3477";"plumon p/pincel x12";"985";"0";"11500";"14350";"0";"1";"146";NULL;"3";"98"
"3478";"silicona liquidax30ml x6";"99949";"-1";"7500";"9300";"0";"1";"146";NULL;"3";"98"
"3479";"silicona liquidax100ml x3";"199964";"-1";"8700";"10800";"0";"1";"146";NULL;"3";"98"
"3480";"tijeras p/roma x24 surt";"9997";"0";"38400";"48000";"0";"1";"146";NULL;"3";"98"
"3481";"huellero offi-esco";"99839";"-2";"2100";"2600";"0";"1";"146";NULL;"3";"98"
"3482";"tajalapiz metalicox24";"99961";"0";"5760";"7200";"0";"1";"146";NULL;"3";"98"
"3483";"GLOBO METALIZADO MAMA 18&quot;*12";"0";"0";"7200";"10404";"0";"1";"145";NULL;"2";"2"
"3484";"FESTON FD PAPA *3";"93";"0";"4200";"5814";"0";"0";"145";NULL;"2";"2"
"3485";"Tijeras p/Roma x6";"19939";"-1";"9600";"12000";"0";"1";"146";NULL;"3";"98"
"3486";"ESFERO RETRACTIL OFFI COLORS*12";"50";"-3";"6000";"7956";"0";"1";"11";NULL;"2";"11"
"3487";"FRUNA FRUWI*2*100";"33";"-1";"7031";"8466";"0";"0";"3";NULL;"2";"24"
"3488";"Esponja arcoiris x12";"10000";"0";"6700";"9000";"0";"0";"109";NULL;"3";"60"
"3489";"Dove sh reconstrucción x12";"9549";"-5";"8000";"10100";"0";"1";"126";NULL;"3";"78"
"3490";"Dove ac reconstrucción x12";"9798";"-6";"8000";"10100";"0";"1";"126";NULL;"3";"78"
"3491";"VASO 7 ONZ BIODEGRADABLE*50";"1718";"-3";"3600";"4794";"0";"1";"5";NULL;"2";"2"
"3492";"ESPIRAL BICOLOR*3 UND";"1181";"0";"4500";"6324";"0";"0";"145";NULL;"2";"2"
"3493";"MOVIL NAVIDEÑO*3 UND";"178";"-3";"13600";"17952";"0";"1";"145";NULL;"2";"2"
"3494";"Esponja arcoiris x12";"99913";"0";"6500";"9000";"0";"1";"108";NULL;"3";"60"
"3495";"TRULULU PIRAMIDAL OSOS*50UND";"874";"-2";"16200";"19686";"0";"0";"3";NULL;"2";"24"
"3496";"PORTAMINAS *12 UND";"996";"0";"14400";"18054";"0";"1";"11";NULL;"2";"11"
"3497";"bombillos led 18W";"3";"0";"4800";"6000";"0";"0";"101";NULL;"3";"53"
"3498";"lapiz negro pastel x12";"1099955";"0";"3360";"5000";"0";"1";"146";NULL;"3";"98"
"3499";"bolígrafo pastel x12 negro";"9920";"0";"6600";"8250";"0";"1";"146";NULL;"3";"98"
"3500";"TOALLA NOSOTRAS NOCTUR*24+ PROT";"9850";"0";"15900";"19398";"0";"1";"2";NULL;"2";"25"
"3501";"XRAY DOLX48";"99973";"0";"60000";"72000";"0";"1";"111";NULL;"3";"63"
"3502";"bio varsol x150ml maracuya";"99917";"-1";"2300";"2900";"0";"1";"118";NULL;"3";"70"
"3503";"bio varsol x150ml floral";"9932";"-1";"2300";"2900";"0";"1";"118";NULL;"3";"70"
"3504";"bio varsol x500ml maracuya";"99901";"-2";"4500";"5500";"0";"1";"118";NULL;"3";"70"
"3505";"bio varsol x500ml floral";"9939";"-3";"4500";"5500";"0";"1";"118";NULL;"3";"70"
"3506";"XRAY DOL X12";"9434";"-4";"15000";"18000";"0";"1";"111";NULL;"3";"63"
"3507";"kotex nocturna x24";"9962";"0";"13500";"16900";"0";"1";"99";NULL;"3";"51"
"3508";"PACA AGUILA ROJA*50GR *10 PQS";"5";"0";"160000";"190000";"0";"0";"6";NULL;"2";"1"
"3509";"Bolígrafo rectractil x12 colores";"9949";"0";"6000";"8000";"0";"1";"146";NULL;"3";"98"
"3510";"Borrador x 20 colores";"99985";"0";"9000";"11500";"0";"1";"146";NULL;"3";"98"
"3511";"lapiz offi-esco rojox12";"99920";"0";"3960";"5500";"0";"1";"146";NULL;"3";"98"
"3512";"MAQUINA DORCO 3 HOJAS*24UND";"917";"-2";"24000";"30600";"0";"1";"2";NULL;"2";"18"
"3513";"muestra coprologicax50 uni";"99981";"0";"15500";"18500";"0";"1";"111";NULL;"3";"63"
"3514";"muestra  de orina x50 uni";"99954";"0";"13500";"16800";"0";"1";"111";NULL;"3";"63"
"3515";"jeringax 5ml x100 uni";"99993";"0";"24000";"30000";"0";"1";"111";NULL;"3";"63"
"3516";"gorro blanco uka x100";"99978";"0";"12000";"15000";"0";"1";"111";NULL;"3";"63"
"3517";"gorro azul uka x100";"9990";"0";"12000";"15000";"0";"1";"111";NULL;"3";"63"
"3518";"borrador goma negrox20";"9994";"0";"13000";"16300";"0";"1";"146";NULL;"3";"98"
"3519";"ESPIRAL CORAZON*3UND";"85";"0";"4500";"6324";"0";"0";"145";NULL;"2";"2"
"3520";"PAPEL COREANO*20";"63";"0";"7000";"9600";"0";"1";"145";NULL;"2";"2"
"3521";"LUZ LED 3 FRECUENCIAS*10";"88";"0";"10000";"20400";"0";"1";"145";NULL;"2";"2"
"3522";"BLOCK OCTAVO PAPEL PERIODICO";"94";"0";"2200";"2958";"0";"1";"11";NULL;"2";"11"
"3523";"tratamiento savital multiv x12";"9985";"0";"7500";"15000";"0";"0";"126";NULL;"3";"78"
"3524";"tratamiento savital hialuronico x12";"99987";"0";"7500";"15000";"0";"0";"126";NULL;"3";"78"
"3525";"sh, cr, ac  savital gratis  6 gel ego";"99812";"0";"33000";"49500";"0";"0";"126";NULL;"3";"78"
