"id";"iddetalles";"accesorio";"cantidad";"ubicacion";"fecha_reg";"estado";"imagen"
"535";"28786";"TORNILLO NEGRO LARGO";"2";"016A17";"2025-06-04 17:12:50";"1";"0"
"536";"28786";"TORNILLO NEGRO CORTO";"2";"016A16";"2025-06-04 17:13:05";"1";"0"
"537";"28786";"GANCHO PARA FUENTE";"1";"016A18";"2025-06-04 17:13:19";"1";"0"
"538";"28786";"TORNILLO GANCHO";"2";"016A18";"2025-06-04 17:13:33";"1";"0"
"539";"28787";"PLATINA";"1";"81A";"2025-06-04 17:14:07";"1";"0"
"540";"28787";"TORNILLO NEGRO LARGO";"2";"016A17";"2025-06-04 17:14:24";"1";"0"
"541";"28787";"TORNILLO NEGRO CORTO";"2";"016A16";"2025-06-04 17:14:37";"1";"0"
"542";"28787";"GANCHO PARA FUENTE";"1";"016A18";"2025-06-04 17:14:51";"1";"0"
"543";"28787";"TORNILLO GANCHO";"2";"016A18";"2025-06-04 17:15:11";"1";"0"
"544";"28788";"PLATINA";"1";"81A";"2025-06-04 17:15:42";"1";"0"
"545";"28788";"TORNILLO NEGRO LARGO";"2";"016A17";"2025-06-04 17:15:56";"1";"0"
"546";"28788";"TORNILLO NEGRO CORTO";"2";"016A16";"2025-06-04 17:16:11";"1";"0"
"547";"28788";"GANCHO PARA FUENTE";"1";"016A18";"2025-06-04 17:16:30";"1";"0"
"548";"28788";"TORNILLO GANCHO";"2";"016A18";"2025-06-04 17:16:45";"1";"0"
"549";"28736";"PIN PLASTICO";"2";"87F";"2025-06-05 08:24:19";"1";"0"
"550";"28736";"CABLE CORTO";"2";"87F";"2025-06-05 08:24:35";"1";"0"
"551";"28737";"PIN PLASTICO";"2";"87F";"2025-06-05 08:25:19";"1";"0"
"552";"28737";"CABLE CORTO";"2";"87F";"2025-06-05 08:25:34";"1";"0"
"553";"28738";"PIN PLASTICO";"2";"87F";"2025-06-05 08:25:58";"1";"0"
"554";"28738";"CABLE CORTO";"2";"87F";"2025-06-05 08:26:36";"1";"0"
"555";"29027";"TORNILLO";"2";"85A";"2025-06-10 10:39:50";"1";"0"
"556";"29029";"TORNILLO";"2";"017A01";"2025-06-10 10:40:28";"1";"0"
"557";"29031";"TORNILLO";"2";"85C";"2025-06-10 11:19:09";"1";"0"
"558";"29032";"TORNILLO";"2";"85C";"2025-06-10 11:19:32";"1";"0"
"559";"20712";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 08:47:44";"1";"0"
"560";"28374";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 08:48:48";"1";"0"
"561";"18993";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 08:49:25";"1";"0"
"562";"27130";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 08:49:59";"1";"0"
"563";"24201";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 08:50:26";"1";"0"
"564";"27131";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:21:26";"1";"0"
"565";"1433";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:21:55";"1";"0"
"566";"1432";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:22:26";"1";"0"
"567";"1431";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:22:54";"1";"0"
"568";"22907";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:25:51";"1";"0"
"569";"24058";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:26:16";"1";"0"
"570";"24057";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:26:39";"1";"0"
"571";"5085";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:27:02";"1";"0"
"572";"5107";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:27:25";"1";"0"
"573";"1430";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:27:48";"1";"0"
"574";"23885";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:28:10";"1";"0"
"575";"24059";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:28:32";"1";"0"
"576";"28817";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:28:54";"1";"0"
"577";"1343";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:29:16";"1";"0"
"578";"5102";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:29:38";"1";"0"
"579";"5103";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:29:58";"1";"0"
"580";"1075";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:30:23";"1";"0"
"581";"1076";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:30:47";"1";"0"
"582";"20336";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:31:09";"1";"0"
"583";"20335";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:31:32";"1";"0"
"584";"20334";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:32:02";"1";"0"
"585";"28213";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:33:03";"1";"0"
"586";"28214";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:33:50";"1";"0"
"587";"28215";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:34:14";"1";"0"
"588";"28216";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:34:39";"1";"0"
"589";"28212";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:35:10";"1";"0"
"590";"28217";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:35:32";"1";"0"
"591";"27123";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:35:56";"1";"0"
"592";"27124";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:36:21";"1";"0"
"593";"27108";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:36:45";"1";"0"
"594";"28775";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:37:09";"1";"0"
"595";"27107";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:37:29";"1";"0"
"596";"28774";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:37:51";"1";"0"
"597";"27104";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:38:20";"1";"0"
"598";"28773";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:38:42";"1";"0"
"599";"27110";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:39:26";"1";"0"
"600";"27105";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:39:47";"1";"0"
"601";"27111";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:40:06";"1";"0"
"602";"27106";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:40:27";"1";"0"
"603";"27112";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:40:52";"1";"0"
"604";"27103";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:41:14";"1";"0"
"605";"28772";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:41:36";"1";"0"
"606";"27109";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:42:00";"1";"0"
"607";"27121";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:42:45";"1";"0"
"608";"27122";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:43:09";"1";"0"
"609";"27100";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:43:40";"1";"0"
"610";"27101";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:44:03";"1";"0"
"611";"27102";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:44:36";"1";"0"
"612";"28770";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:44:58";"1";"0"
"613";"28771";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:45:20";"1";"0"
"614";"27113";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:45:39";"1";"0"
"615";"27114";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:46:03";"1";"0"
"616";"27115";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:46:24";"1";"0"
"617";"27116";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:47:33";"1";"0"
"618";"27117";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:47:59";"1";"0"
"619";"27118";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:48:20";"1";"0"
"620";"28776";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:48:44";"1";"0"
"621";"28777";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:49:06";"1";"0"
"622";"27119";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:49:29";"1";"0"
"623";"27120";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:49:55";"1";"0"
"624";"893";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:50:17";"1";"0"
"625";"28827";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:50:44";"1";"0"
"626";"28826";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:51:08";"1";"0"
"627";"28830";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:51:30";"1";"0"
"628";"28829";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:51:58";"1";"0"
"629";"28828";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:52:21";"1";"0"
"630";"1073";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:52:43";"1";"0"
"631";"1072";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 09:53:10";"1";"0"
"632";"1028";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:53:59";"1";"0"
"633";"28622";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:54:25";"1";"0"
"634";"25883";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:54:49";"1";"0"
"635";"1031";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:55:13";"1";"0"
"636";"1032";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:55:35";"1";"0"
"637";"1033";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:56:04";"1";"0"
"638";"4940";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:56:42";"1";"0"
"639";"4941";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:57:12";"1";"0"
"640";"4939";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:57:32";"1";"0"
"641";"1029";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:57:56";"1";"0"
"642";"1030";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:58:20";"1";"0"
"643";"1043";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:58:43";"1";"0"
"644";"1044";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:59:06";"1";"0"
"645";"1045";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:59:28";"1";"0"
"646";"4947";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 09:59:50";"1";"0"
"647";"4948";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:00:14";"1";"0"
"648";"4949";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:00:38";"1";"0"
"649";"4946";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:01:00";"1";"0"
"650";"1041";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:01:20";"1";"0"
"651";"1042";"PLATINA NEGRA 50X70";"1";"907A";"2025-07-16 10:01:42";"1";"0"
"652";"995";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:02:15";"1";"0"
"653";"24161";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:02:37";"1";"0"
"654";"996";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:02:58";"1";"0"
"655";"997";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:03:22";"1";"0"
"656";"23980";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:03:46";"1";"0"
"657";"998";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:04:12";"1";"0"
"658";"999";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:04:41";"1";"0"
"659";"992";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:05:08";"1";"0"
"660";"993";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:05:31";"1";"0"
"661";"24007";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:05:52";"1";"0"
"662";"994";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:06:22";"1";"0"
"663";"11107";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:06:43";"1";"0"
"664";"1010";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 10:07:07";"1";"0"
"665";"1011";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:07:27";"1";"0"
"666";"24005";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:08:00";"1";"0"
"667";"1012";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:08:30";"1";"0"
"668";"1013";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:08:57";"1";"0"
"669";"1014";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:21:49";"1";"0"
"670";"23982";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:22:13";"1";"0"
"671";"1015";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:22:47";"1";"0"
"672";"1007";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:23:16";"1";"0"
"673";"1008";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:23:40";"1";"0"
"674";"1009";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:25:34";"1";"0"
"675";"24000";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:27:53";"1";"0"
"676";"1039";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:28:18";"1";"0"
"677";"1040";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:28:41";"1";"0"
"678";"4943";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:29:05";"1";"0"
"679";"4944";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:33:46";"1";"0"
"680";"4945";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:34:09";"1";"0"
"681";"4942";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:34:33";"1";"0"
"682";"1037";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:35:44";"1";"0"
"683";"1038";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:36:04";"1";"0"
"684";"1048";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:36:29";"1";"0"
"685";"1049";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:36:49";"1";"0"
"686";"1050";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:37:14";"1";"0"
"687";"4951";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:37:36";"1";"0"
"688";"4952";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 11:39:18";"1";"0"
"689";"4953";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:08:00";"1";"0"
"690";"4950";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:08:22";"1";"0"
"691";"1046";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:08:43";"1";"0"
"692";"1047";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:09:50";"1";"0"
"693";"1004";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:11:23";"1";"0"
"694";"1005";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:11:43";"1";"0"
"695";"1006";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:12:52";"1";"0"
"696";"4747";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:13:23";"1";"0"
"697";"4748";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:13:58";"1";"0"
"698";"4746";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:14:26";"1";"0"
"699";"1002";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:23:23";"1";"0"
"700";"1003";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:23:44";"1";"0"
"701";"1019";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:24:09";"1";"0"
"702";"1020";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:24:49";"1";"0"
"703";"1021";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:25:14";"1";"0"
"704";"1022";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:25:36";"1";"0"
"705";"4750";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:25:57";"1";"0"
"706";"1023";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:26:20";"1";"0"
"707";"4749";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:26:42";"1";"0"
"708";"1017";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:27:03";"1";"0"
"709";"1018";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:27:24";"1";"0"
"710";"1025";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:27:45";"1";"0"
"711";"1026";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:28:11";"1";"0"
"712";"28841";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:28:36";"1";"0"
"713";"23972";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:29:02";"1";"0"
"714";"24148";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:29:23";"1";"0"
"715";"24004";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:29:47";"1";"0"
"716";"24003";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:30:12";"1";"0"
"717";"1374";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 13:30:45";"1";"0"
"718";"42";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 13:31:12";"1";"0"
"719";"28626";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:31:38";"1";"0"
"720";"1065";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:35:06";"1";"0"
"721";"28627";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:39:03";"1";"0"
"722";"28628";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:39:34";"1";"0"
"723";"28629";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:40:18";"1";"0"
"724";"28630";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:40:47";"1";"0"
"725";"28625";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:42:12";"1";"0"
"726";"1059";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:44:23";"1";"0"
"727";"1060";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:44:45";"1";"0"
"728";"28634";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:45:08";"1";"0"
"729";"28635";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:45:33";"1";"0"
"730";"28636";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:45:56";"1";"0"
"731";"28637";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:46:18";"1";"0"
"732";"28638";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:46:45";"1";"0"
"733";"28639";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:47:13";"1";"0"
"734";"28631";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:47:37";"1";"0"
"735";"28632";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:47:58";"1";"0"
"736";"28633";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:48:18";"1";"0"
"737";"28643";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:48:37";"1";"0"
"738";"28644";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 13:48:58";"1";"0"
"739";"28645";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:04:41";"1";"0"
"740";"28646";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:05:05";"1";"0"
"741";"28647";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:05:54";"1";"0"
"742";"28640";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:06:16";"1";"0"
"743";"28641";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:07:19";"1";"0"
"744";"28642";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:07:40";"1";"0"
"745";"28651";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:08:33";"1";"0"
"746";"28652";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:09:23";"1";"0"
"747";"28653";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:09:45";"1";"0"
"748";"28654";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:10:07";"1";"0"
"749";"28655";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:10:28";"1";"0"
"750";"28656";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:10:50";"1";"0"
"751";"28648";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:11:19";"1";"0"
"752";"28649";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:11:42";"1";"0"
"753";"28650";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:12:05";"1";"0"
"754";"23978";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:12:35";"1";"0"
"755";"28911";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:12:56";"1";"0"
"756";"28516";"ETIQUETA DE GARANTIA COLOCA LABORATORIO";"1";"001";"2025-07-16 14:13:21";"1";"0"
"757";"21754";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 14:13:48";"1";"0"
"758";"24060";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 14:14:15";"1";"0"
"759";"18992";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 14:14:36";"1";"0"
"760";"852";"ETIQUETA DE GARANTIA";"1";"001";"2025-07-16 14:15:06";"1";"0"
"761";"28922";"PLATINA NEGRA PLANA SOPORTE A2";"1";"04A03";"2025-10-29 09:57:19";"1";
"762";"28924";"PLATINA NEGRA PLANA SOPORTE A3";"1";"04A03";"2025-10-29 09:58:00";"1";
"763";"848";"ANTENA WIFI";"1";"010A06";"2025-12-18 07:25:15";"1";
